edge_critic_loss,edge_policy_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,vehicle_critic_loss,vehicle_policy_loss
3.935778326390449,0.5,2,2,1,0,3.9387282017196137,0.5
3.885639482803,0.5,2,2,42,66.55562329292297,3.8841462828820297,0.5
3.883753738805946,0.5,2,2,48,81.9126307964325,3.881718444174017,0.5
3.884463034065519,0.5,2,2,52,91.97594499588013,3.882071009404577,0.5
3.884090266975046,0.5,2,2,58,105.98697328567505,3.881812122147343,0.5
3.884537674336327,0.5,2,2,66,122.3528835773468,3.882581615916849,0.5
3.883317143601762,0.5,2,2,74,140.87420678138733,3.88095113910233,0.5
3.8833640730437535,0.5,2,2,79,153.8400433063507,3.8811271865828996,0.5
3.884682684048432,0.5,2,2,84,164.738116979599,3.882700419611072,0.5
3.8843237498974634,0.5,2,2,89,184.21503901481628,3.88226306243686,0.5
3.88360042102791,0.5,2,2,91,195.3563449382782,3.881312970551116,0.5
3.883412525991428,0.5,2,2,95,217.07481026649475,3.8814721806818246,0.5
3.8851232930474904,0.5,2,2,99,231.21713709831238,3.883345230622021,0.5
3.8673664426728087,0.4991366464799392,2,2,102,241.70260095596313,3.867601105330554,0.5
3.8588277707562417,0.49982841409737877,2,2,103,255.11991572380066,3.8567695253570085,0.5
3.8530352724998798,0.5,2,2,106,269.02462220191956,3.8469429798056067,0.5
3.8513919015044746,0.5,2,2,107,286.4937207698822,3.8445958416388124,0.5
3.8507402837166493,0.49291761617583735,2,2,109,301.6321108341217,3.844308020163578,0.4999538291391649
3.848619306700301,0.4875222768389025,2,2,113,317.4529495239258,3.84276625480379,0.5
3.8483606746441135,0.4632637145593599,2,2,115,328.06964325904846,3.8430762276552066,0.4999553354507321
3.8480885987815565,0.44036101380866544,2,2,117,352.4639096260071,3.842262377527655,0.49771379560467344
3.8477698010841452,0.420867631605666,2,2,121,363.18604254722595,3.8430558910270554,0.4932724631255143
3.8486961273275018,0.41149086135381996,2,2,122,377.85041999816895,3.844037712709768,0.49278926198469575
3.8485124626511693,0.402579791570993,2,2,123,406.39928102493286,3.8441013701441173,0.49111931005612824
3.8459553627803182,0.3875149942663674,2,2,126,418.8087797164917,3.841028872473326,0.4800508850007931
3.8462493909525985,0.37883335918624816,2,2,128,438.88721203804016,3.8419525667912615,0.4681073221195062
3.8455589785434183,0.36919748325125434,2,2,130,448.74331641197205,3.840826325564991,0.46206191232489363
3.8473081138710983,0.366790851977342,2,2,131,475.3262572288513,3.8434737669606296,0.4612712920113043
3.8460486947137085,0.36181492006017457,2,2,132,488.6932637691498,3.841480927541675,0.45625748973761504
3.845126382671334,0.34838330452798194,2,2,136,505.5767734050751,3.8402487249803414,0.4388089166291224
3.845684787133731,0.3369030909881628,2,2,139,530.8994889259338,3.840978516517172,0.43052859088936013
3.845580034844029,0.33375202450159586,2,2,140,563.608475446701,3.8409649960902206,0.4280816622363519
3.84621358906574,0.331076676389852,2,2,143,591.2003626823425,3.841784421107736,0.4199800904112584
3.8453835058048025,0.32525667965483446,2,2,145,629.222597360611,3.840594686609583,0.41176277356700486
3.8461594403417516,0.3099422563758011,2,2,154,723.1394054889679,3.8419310983937303,0.39178057478194506
3.8446653469379823,0.30681573044730687,2,2,155,743.8914878368378,3.8397717894527945,0.38585837438189785
3.84511984832785,0.30583083154719415,2,2,156,756.1826050281525,3.8404550924306244,0.38372186790714924
3.8459201709151785,0.3044993994721944,2,2,158,768.353931427002,3.841622067264913,0.38011452680436014
3.84486283371374,0.3037444336857699,2,2,159,781.5813765525818,3.840107772661633,0.3779654706062705
3.8451418675568654,0.2982680317045622,2,2,162,851.567985534668,3.840645144155303,0.36910900090681664
3.845372428596642,0.2963774190517203,2,2,165,867.886382818222,3.8407829941424882,0.365562783584938
3.8463656455310264,0.2955425547527396,2,2,166,889.5259687900543,3.842024897620301,0.36391587954171567
3.844880491577836,0.28954139428682,2,2,170,938.8785274028778,3.840090120347808,0.3539434671069781
3.8465129431547433,0.28802226150942883,2,2,171,955.4250230789185,3.8423228141620656,0.35254799103150813
3.8462699929785167,0.28772788752917733,2,2,172,969.5964090824127,3.8419190991887016,0.35236385428377726
3.8460471944410535,0.28726102439003026,2,2,173,994.5211293697357,3.8417082565371024,0.34986307566883745
3.8461037044439834,0.2853964277445563,2,2,176,1037.189297914505,3.841592978915692,0.34544114963122297
3.846226966691037,0.2816877199013772,2,2,179,1056.600539445877,3.841949854309809,0.33882698437126213
3.8452378511087097,0.27911127658308216,2,2,181,1083.7036893367767,3.840724796286427,0.3347667839381794
3.8453059006288335,0.2754568292211142,2,2,183,1149.7787218093872,3.8407897847009567,0.3306930308881942
3.845397489861794,0.2746695313303821,2,2,186,1162.1314449310303,3.840856293945218,0.3253053837508858
3.8453127978693975,0.2753807627170507,2,2,187,1177.6954216957092,3.8407456389231864,0.3254841360959071
3.8450739436386363,0.27062518775357547,2,2,189,1196.3527097702026,3.8404465070848453,0.3209946215505221
3.846300114169726,0.2688682648597997,2,2,191,1253.7530088424683,3.8421820541528056,0.3179422482063575
3.8451046122681105,0.26853794134044306,2,2,194,1269.4892871379852,3.8405448296217903,0.3146025907123281
3.8449437630041734,0.26604865695076474,2,2,195,1285.8683097362518,3.8404014083456346,0.3114263511343638
3.8453690296192713,0.2644704032945148,2,2,196,1297.8505063056946,3.8408969464572955,0.309818761451396
3.82235790391157,0.2628678036590132,2,2,202,1378.9696197509766,3.819045572206476,0.30601052934600653
3.8089648165755934,0.2729127014745347,2,2,206,1415.900978088379,3.8040681083740524,0.31631370321064056
3.809754162799693,0.2725043080332553,2,2,208,1440.1845059394836,3.8011610207144573,0.30178390847295133
3.808805541584399,0.25305515039208715,2,2,211,1470.5554654598236,3.799546265635839,0.3100410860666591
3.8089220189202093,0.2459493600880454,2,2,212,1508.7857477664948,3.7994601275020266,0.31076867439352485
3.808064258532367,0.24102643254399414,2,2,213,1527.0660717487335,3.7985845195653303,0.3093229516229602
3.8089840097203647,0.23740898215232728,2,2,215,1542.3231415748596,3.7996481445773576,0.29963853041107724
3.806349111417253,0.22843042358227722,2,2,219,1577.4112663269043,3.7982064108765687,0.27908477123849584
3.8056426715029747,0.2304813904479957,2,2,221,1591.7636432647705,3.798003311542936,0.28185707605806487
3.805299625992804,0.22555578630147788,2,2,223,1630.6692402362823,3.797514604981375,0.27189358044985124
3.804991535572186,0.2221340887916934,2,2,224,1649.1727447509766,3.7970441518903666,0.27092295250427434
3.8051668022907634,0.21851513027046976,2,2,225,1661.5588612556458,3.7971534078497893,0.2705040010238172
3.8059297657728783,0.21633478320747676,2,2,226,1676.4313898086548,3.7981539013646333,0.27097852069668127
3.805784196309381,0.21012773718617772,2,2,228,1700.9152173995972,3.798053368398649,0.266241188667777
3.8061834423274323,0.20793187035304697,2,2,229,1734.0905034542084,3.798658788931859,0.26582375329983343
3.8057460171023805,0.2036501429450766,2,2,232,1759.0592911243439,3.797995194070925,0.2605183153187665
3.8048899166363435,0.20392718219015926,2,2,233,1772.5604348182678,3.796766481576508,0.2570855784121171
3.804504489683011,0.2029610385035394,2,2,235,1796.83225607872,3.796689105853922,0.25138906893192625
3.804875414926635,0.2007373029453282,2,2,237,1824.52099943161,3.797211630138853,0.2512724692018711
3.8052535056820043,0.19964763021137283,2,2,238,1837.1602435112,3.7977019073003198,0.2507062788903891
3.80515965803108,0.19726890900607763,2,2,240,1860.6350629329681,3.797486767745437,0.2479481845341639
3.8045830892374948,0.19375686213657844,2,2,246,1933.5077402591705,3.796649168457389,0.23832356434180832
3.80446813969788,0.18972402901690077,2,2,249,1958.9251294136047,3.7965185779214896,0.23629590167471992
3.806056413230465,0.17809033081488707,2,2,264,2022.141090631485,3.7993169422948694,0.21321931777900074
3.8042591341842247,0.18574467279894247,2,2,265,2037.6279063224792,3.7970369895924323,0.21871552567205557
3.8017570120308193,0.16449538875742692,2,2,270,2054.907286643982,3.7964984986166557,0.19846275906263283
3.807896426939826,0.17071582655003514,2,2,271,2074.4722056388855,3.8005909050575317,0.20362793864652706
3.8041911915445255,0.1894670823709984,2,2,273,2085.2734727859497,3.799037135877933,0.21778707315960522
3.8073272498676722,0.1711249530416114,2,2,276,2098.2133963108063,3.803963346394718,0.20749899045398512
3.7983294492573476,0.17588154848490947,2,2,278,2122.547605037689,3.789812751497965,0.20675575506537475
3.7982046770028886,0.1808160914520401,2,2,282,2150.8787746429443,3.7893947838963147,0.20899607247607915
3.801502516925179,0.18277131363725757,2,2,283,2163.45112657547,3.7935775318263643,0.21109471429439491
3.8056346402976837,0.19085856817632277,3,3,285,2175.9499740600586,3.7988950662919025,0.215845942329487
3.7998077330905327,0.18806447816458016,3,3,288,2186.1882174015045,3.7922135263293084,0.21130008681160722
3.7970442384367473,0.19222181296893992,3,3,290,2200.6336300373077,3.788631148282769,0.21168509697294552
3.7977022558720384,0.2159046370094559,3,3,293,2224.8046157360077,3.7889802608935907,0.22210836816235494
3.788459019117841,0.22248161043150194,3,3,296,2260.693993330002,3.7761084223178107,0.22355589952053295
3.795174684066504,0.2646357789523255,3,3,300,2271.374769926071,3.787188966107137,0.24345965066868064
3.7592676026836047,0.2577629501861246,3,3,303,2283.633320093155,3.749764270545117,0.24777445043392954
3.7613235209065254,0.3059394377504011,3,3,305,2293.9912962913513,3.751731167850301,0.2827871945554376
3.767031047810269,0.3820306554375106,3,3,307,2325.3929708004,3.7581933730318346,0.31172683081973485
3.765151862596414,0.39220897003480726,3,3,310,2337.487205505371,3.7531196110687874,0.301257982916169
3.7559588832140873,0.4501847250622434,3,3,316,2356.9989664554596,3.743193611759494,0.34188528830412646
3.7624054555380653,0.47029671221435543,3,3,319,2371.152752637863,3.755419066230398,0.32617475252146033
3.760135628879904,0.49699061951853885,3,3,321,2383.648080587387,3.7476950923926378,0.38635190718530527
3.758995394588964,0.49838954367705934,3,3,322,2394.5439348220825,3.7475055403769453,0.3932303831447767
3.76793445403409,0.4966161643389356,3,3,325,2410.310986995697,3.759354182344315,0.3661907449656561
3.7519605496845343,0.4991601863644221,3,3,328,2422.592185497284,3.736260745557731,0.405467890083686
3.7663413816064164,0.5,3,3,329,2434.421940803528,3.7557138156883414,0.4109338453300123
3.7548233714317463,0.5,3,3,332,2456.0104026794434,3.7437120595035225,0.4262412699967374
3.740044598150845,0.5,3,3,336,2468.1969583034515,3.7234715957973457,0.4671970658692052
3.7555372391339343,0.5,3,3,341,2496.422288417816,3.7433901487624244,0.498767084195322
3.7587114401593515,0.5,3,3,346,2506.6055431365967,3.7474526170787366,0.5
3.7475496578065544,0.5,3,3,349,2539.138659954071,3.7319499550567303,0.4999881022542512
3.759328496126366,0.5,3,3,357,2556.85169005394,3.7485075484043526,0.5
3.7548301815658434,0.49891631837442296,3,3,359,2572.9649946689606,3.736301391054665,0.5
3.771066844900515,0.5,3,3,362,2584.8146686553955,3.744734740033561,0.5
3.763016837476727,0.46921373348759754,3,3,365,2602.890724658966,3.7314030162453724,0.5
3.7507047663896733,0.46766683937580666,3,3,367,2609.262451171875,3.7344696288094807,0.5
3.7453047877725836,0.3746746117428368,3,3,374,2634.799703359604,3.718934942884007,0.5
3.7563454760960644,0.39932496752053864,3,3,376,2647.6169068813324,3.7392416604814374,0.5
3.7598688002347282,0.32065528350796824,3,3,380,2659.2498767375946,3.751040938211401,0.4999999971181305
3.7516264906340524,0.31324757226344424,3,3,381,2672.818659067154,3.7377559264358284,0.49996840577820106
3.7656732706324263,0.36049055163026844,3,3,387,2682.8513951301575,3.7581620248027816,0.49368969919449135
3.7435831573402885,0.35298751824478913,3,3,390,2695.2620182037354,3.7142861655093773,0.48668082903575816
3.732953330375971,0.39593788737165936,3,3,391,2708.735615968704,3.7045476013829948,0.4902867245502345
3.760703983709077,0.43576775257689404,3,3,393,2718.8100152015686,3.7399301582965103,0.4990597316085923
3.7626535118743387,0.440683292808594,3,3,395,2729.586191892624,3.753305092556744,0.4999516349363075
3.755308185325439,0.4645097878620804,3,3,398,2746.030554294586,3.741078952727538,0.5
3.6983607206850637,0.4996931779117124,3,3,402,2757.46124124527,3.683715309670685,0.5
3.6953809884687816,0.49922763912531476,3,3,406,2770.6478118896484,3.649180314732333,0.5
3.6799591213889715,0.4994661480561464,3,3,409,2784.708304166794,3.6679225395352217,0.5
3.6979354984177046,0.49717671830727717,3,3,410,2794.8829984664917,3.679265052356975,0.5
3.7171816718681834,0.49995993627699914,3,3,412,2806.315489768982,3.697313511895716,0.4910442171357661
3.6882718609037086,0.4996861042522943,3,3,414,2816.642420530319,3.6618372597746265,0.4931473489587236
3.7045334216185855,0.48914484720705154,3,3,421,2826.9154710769653,3.673203621676472,0.49984500054367675
3.7071363473526784,0.4999632785043388,3,3,424,2845.7404961586,3.6721741915013686,0.49945431036167315
3.6807888093626975,0.4995838817832998,3,3,429,2860.5011417865753,3.6413219896641307,0.5
3.7057934367767014,0.49668110007634314,3,3,436,2874.5635225772858,3.6809024857552304,0.5
3.7115747260614307,0.4607817936969008,3,3,439,2885.938802242279,3.6838975868757693,0.5
3.6935652419189173,0.43392936252094794,3,3,447,2898.220978975296,3.6637948836883023,0.49949390859475185
3.7189352105956095,0.43650034985329844,3,3,448,2914.286613225937,3.699049941251438,0.4998956527800067
3.7146090945848695,0.44210206325539914,3,3,453,2925.3884336948395,3.697616953914208,0.498275912461247
3.704341681009435,0.4582623311385686,3,3,459,2939.2986223697662,3.680854482645938,0.5
3.6776579667131566,0.46890325240569747,3,3,461,2952.2728753089905,3.6437676999595645,0.4999996281567727
3.6618873227601396,0.4782488117799073,3,3,466,2968.5437808036804,3.628997091180406,0.5
3.6874877321043984,0.499352845059334,3,3,471,2978.6744425296783,3.663205270346663,0.5
3.688711591176416,0.4998497792358204,3,3,472,2988.894049882889,3.6625886619498362,0.5
3.700475924606049,0.5,3,3,475,3013.096226453781,3.673528653444353,0.5
3.6907652202915657,0.49985880824630147,3,3,478,3023.5707597732544,3.6636844441138443,0.5
3.6883509537980483,0.4999079813725661,3,3,481,3036.725822210312,3.6614948662943103,0.5
3.6847447860145537,0.4998672991870834,3,3,484,3057.5599977970123,3.6549552796115448,0.5
3.701817103232611,0.5,3,3,486,3080.84828209877,3.6753954484022406,0.5
3.667294542129796,0.5,3,3,492,3097.2251081466675,3.633847932655322,0.5
